ID,Price
1662,2.686925
2781,2.798706
2131,2.390396
5343,2.496336
4967,2.503541
1115,3.0020647
602,2.6999567
859,2.795217
2136,2.4444623
3793,2.7396543
3329,2.858186
1323,2.429863
4335,2.8149338
3393,2.6476254
241,2.4353523
4752,2.6746655
4808,2.602923
3966,2.42483
4461,2.7745733
3872,2.3401327
827,2.6207983
2126,2.802395
1702,2.4587817
3377,2.4337342
4041,2.844325
3979,2.2646933
4649,2.5423036
5193,2.2838893
694,3.1100311
4764,2.7935615
1163,2.4330063
3140,2.5316038
1075,2.5803428
3009,2.459775
4064,2.7620993
318,2.9673543
4491,2.430107
1351,2.3895519
950,2.660904
2466,2.5717714
3007,2.4896126
3056,2.7648973
2236,2.7860713
5130,2.4176793
5527,2.8579516
2875,2.582853
470,2.6224124
1738,3.0787797
1024,2.5098112
3634,2.8892245
1501,2.2296543
2025,2.8921204
4168,2.5385423
814,2.3473983
2392,3.1826856
2269,2.783856
2448,2.6213233
1038,2.5643659
4798,2.601305
3525,2.5117898
677,2.69447
4797,2.2662048
4209,2.351342
2762,2.437131
3544,2.2346554
3825,3.154573
5350,2.507025
4172,2.781798
5542,2.437427
5373,2.4640465
103,2.606276
2254,2.5642798
3303,2.6642356
1890,2.7962573
2644,2.6641865
5325,2.6177945
1919,2.5162168
2760,2.6851115
3374,2.3395562
4951,3.0861793
1960,2.6415057
2962,2.7903733
3186,2.3545809
533,3.024074
280,2.5407093
3922,2.3376477
678,2.4163787
4552,2.3586469
149,2.3551826
4073,2.7412
2310,2.159173
88,2.5734644
3331,3.047442
1602,2.58398
914,2.419488
1279,3.1819682
942,2.3651478
4891,2.467659
234,2.6663032
2837,2.9592936
4657,2.7037191
4728,2.6569443
3253,2.8120708
5466,2.9385185
5252,2.431739
1616,2.3319364
4940,2.6682253
2653,3.0827656
855,2.5868292
144,2.7825532
3418,2.7656393
372,2.4713135
5040,2.2717946
482,2.5578837
4751,2.8134828
4130,2.4241395
331,2.3549638
3497,2.4802558
3994,2.585714
799,2.6210337
4052,2.7102852
2953,2.7147799
3239,2.9441543
4045,2.5321813
2700,2.6693916
1762,2.8467913
4785,2.374906
5583,3.4575143
4804,2.565818
1966,2.4422927
2570,2.2833645
5571,2.317946
4234,2.946852
5023,2.7062693
24,2.9747646
3595,2.5431983
2632,2.4888544
535,2.7980604
3345,2.594649
3620,2.6767154
4759,2.94244
3021,2.370654
3214,2.4558194
714,2.3874474
4966,2.596519
3941,2.602767
11,2.8928623
756,2.4648392
5339,2.6468031
404,2.7593195
5317,2.4439893
2610,2.8110344
4160,2.4925156
1774,2.7370186
882,2.5329885
3924,2.5011568
2548,2.407701
5588,2.2323654
2958,2.8768916
5269,2.436407
4289,2.4663324
4019,2.8814688
1560,2.4145262
1835,2.4533694
2725,2.4784582
2611,2.5582767
4349,2.8174465
3534,2.6687117
5488,2.5897088
925,2.45782
3649,2.9872656
5582,2.426158
3771,2.7056465
917,2.9359279
3322,2.5179777
2549,2.2578998
5204,2.6747186
5307,2.1442971
4297,2.5477152
4165,3.1874633
4726,2.4241948
4146,2.3741891
3353,2.7554367
3947,2.6036115
1908,2.6046858
718,2.9582796
5441,2.3896036
3857,2.5445733
2517,2.4230118
2542,2.749483
1750,2.676132
2977,3.2553964
2157,2.921845
1090,2.3969035
4881,2.4310682
2049,2.3505921
4595,2.487638
777,2.990581
509,2.440886
1309,2.667531
4487,2.232503
3213,2.588914
3029,2.7586334
4826,2.3319
2333,2.404801
2234,2.9060993
4909,2.6515415
1819,2.5939927
3980,2.6762838
416,2.6353445
3923,2.5805597
1691,2.3381238
2614,2.5597649
3367,2.765145
4869,2.6385674
356,2.4969966
4279,2.877108
1155,2.4471512
4526,2.6814966
2037,3.2192056
3580,2.9301686
4683,3.0313532
1368,2.564545
1052,2.4717784
4469,2.7328968
5286,2.836201
9,2.4780078
655,2.5348983
3491,2.4117866
5226,2.2595024
5297,2.211858
4648,2.3699121
1576,2.4901862
2925,2.8220842
1697,2.4116604
1345,2.5310247
2567,2.4482589
3517,2.8694258
348,2.473919
4887,2.5748146
1572,2.711803
1420,2.4975393
1878,2.6952345
66,2.5474982
355,2.4756799
1584,2.6523876
4997,2.7452605
3057,2.9605768
4395,2.6683016
284,2.3045845
3648,2.7101495
3069,2.4935324
1261,2.7706547
729,3.1623445
3291,2.5021763
5490,2.698386
2714,2.4474437
2981,2.6328096
5376,2.3600197
3684,3.0606759
4502,2.7889256
736,2.3060124
3116,2.9342957
2727,2.8598905
1212,2.6242237
91,2.3655958
5256,2.6899323
3760,2.430853
3607,2.4471788
1612,2.539525
4326,2.4535875
2353,2.791204
3223,2.5454087
3128,2.4803097
3959,2.5100946
4768,2.698512
5054,2.5900917
4844,2.8006191
5312,2.5150566
2259,2.2057538
1674,2.4005506
2326,2.4958146
3506,2.6234088
3809,2.7337737
4667,2.5608623
768,2.4835744
4342,2.5526156
4057,2.660366
95,2.4146612
332,2.6846776
4322,2.6552029
1595,2.432063
2615,2.625577
3606,2.4526432
4096,2.4687445
3355,2.445511
2954,2.9345431
3142,2.591598
499,2.1280541
3691,2.869597
100,2.815237
3721,2.3612468
1329,2.6783934
5471,2.3594398
700,2.6754637
2230,2.8916569
3165,2.479065
619,2.6152759
554,2.8740249
3703,2.5094337
4484,2.6340954
3269,2.6906192
3375,2.8251731
1782,2.5905054
1037,2.7917547
2847,3.031557
78,2.3523645
4793,2.688865
593,2.1728377
5207,2.8779526
387,2.3815312
3522,2.7902246
4675,2.9996023
4125,2.863479
4497,2.4581552
861,2.4376464
4730,2.3552294
1258,2.5889406
2096,2.7133763
816,2.6924877
5233,2.2903962
182,2.425735
264,2.3061657
2819,2.6516542
1214,2.3061614
2719,2.494326
193,2.5914254
600,2.8534691
886,2.539312
4145,2.5200195
1267,2.3974001
3579,2.1983604
1983,2.385985
4512,2.7383974
2160,2.777825
2664,2.6247334
3012,2.5270696
